UserID,Amount,MerchantName,Timestamp
123e4567-e89b-12d3-a456-426614174003,10820.904,BestBuy,2025-04-13T00:39:27Z
123e4567-e89b-12d3-a456-426614174000,10830.996,eBay,2025-03-29T08:34:27Z
123e4567-e89b-12d3-a456-426614174004,11531.408,BestBuy,2025-03-27T11:59:27Z
123e4567-e89b-12d3-a456-426614174004,11861.987,BestBuy,2025-03-29T00:18:27Z
123e4567-e89b-12d3-a456-426614174002,12092.448,eBay,2025-04-14T22:26:27Z
123e4567-e89b-12d3-a456-426614174000,12406.913,eBay,2025-04-02T03:28:27Z
123e4567-e89b-12d3-a456-426614174003,12483.683,BestBuy,2025-04-02T17:24:27Z
123e4567-e89b-12d3-a456-426614174001,12795.116,BestBuy,2025-03-20T04:13:27Z
123e4567-e89b-12d3-a456-426614174003,13044.608,eBay,2025-03-19T13:25:27Z
123e4567-e89b-12d3-a456-426614174003,13384.421,eBay,2025-04-05T14:34:27Z
123e4567-e89b-12d3-a456-426614174003,13530.365,BestBuy,2025-04-16T09:35:27Z
123e4567-e89b-12d3-a456-426614174004,14904.945,eBay,2025-04-16T21:23:27Z
123e4567-e89b-12d3-a456-426614174002,14972.726,BestBuy,2025-04-18T08:49:27Z
123e4567-e89b-12d3-a456-426614174003,14993.787,BestBuy,2025-04-05T23:03:27Z
123e4567-e89b-12d3-a456-426614174003,15081.271,BestBuy,2025-03-28T06:44:27Z
123e4567-e89b-12d3-a456-426614174003,15495.6,eBay,2025-03-29T07:55:27Z
123e4567-e89b-12d3-a456-426614174000,15842.017,eBay,2025-04-05T19:22:27Z
123e4567-e89b-12d3-a456-426614174004,15879.87,eBay,2025-04-06T01:49:27Z
123e4567-e89b-12d3-a456-426614174004,16234.202,BestBuy,2025-03-27T15:04:27Z
123e4567-e89b-12d3-a456-426614174002,16854.848,BestBuy,2025-03-31T01:05:27Z
123e4567-e89b-12d3-a456-426614174000,16939.665,BestBuy,2025-04-11T22:07:27Z
123e4567-e89b-12d3-a456-426614174003,17122.769,BestBuy,2025-04-11T10:52:27Z
123e4567-e89b-12d3-a456-426614174002,17381.131,eBay,2025-04-18T12:38:27Z
123e4567-e89b-12d3-a456-426614174001,18382.099,eBay,2025-04-09T09:47:27Z
123e4567-e89b-12d3-a456-426614174000,18858.249,BestBuy,2025-03-24T03:01:27Z
123e4567-e89b-12d3-a456-426614174001,19593.861,BestBuy,2025-04-08T06:45:27Z
123e4567-e89b-12d3-a456-426614174002,20574.064,BestBuy,2025-03-21T11:48:27Z
123e4567-e89b-12d3-a456-426614174001,20593.443,eBay,2025-04-12T07:22:27Z
123e4567-e89b-12d3-a456-426614174002,20839.321,eBay,2025-04-09T05:00:27Z
123e4567-e89b-12d3-a456-426614174001,21003.691,BestBuy,2025-03-23T22:27:27Z
123e4567-e89b-12d3-a456-426614174001,21078.294,eBay,2025-04-16T23:30:27Z
123e4567-e89b-12d3-a456-426614174000,21348.314,BestBuy,2025-04-04T03:14:27Z
123e4567-e89b-12d3-a456-426614174003,21436.871,eBay,2025-03-28T16:27:27Z
123e4567-e89b-12d3-a456-426614174004,21971.086,BestBuy,2025-03-19T01:44:27Z
123e4567-e89b-12d3-a456-426614174004,22184.119,BestBuy,2025-04-12T22:17:27Z
123e4567-e89b-12d3-a456-426614174001,22257.821,BestBuy,2025-03-29T12:34:27Z
123e4567-e89b-12d3-a456-426614174001,22416.496,eBay,2025-04-02T13:08:27Z
123e4567-e89b-12d3-a456-426614174002,23132.666,BestBuy,2025-03-29T03:33:27Z
123e4567-e89b-12d3-a456-426614174003,23205.266,eBay,2025-04-15T14:10:27Z
123e4567-e89b-12d3-a456-426614174002,23291.291,eBay,2025-04-08T18:53:27Z
123e4567-e89b-12d3-a456-426614174000,23731.965,BestBuy,2025-04-01T21:13:27Z
123e4567-e89b-12d3-a456-426614174001,23779.359,BestBuy,2025-03-31T17:28:27Z
123e4567-e89b-12d3-a456-426614174000,23914.161,eBay,2025-03-29T21:36:27Z
123e4567-e89b-12d3-a456-426614174000,24055.495,BestBuy,2025-03-24T20:51:27Z
123e4567-e89b-12d3-a456-426614174004,24158.831,BestBuy,2025-04-05T12:45:27Z
123e4567-e89b-12d3-a456-426614174004,24166.7,BestBuy,2025-04-08T03:54:27Z
123e4567-e89b-12d3-a456-426614174001,24534.24,BestBuy,2025-04-14T07:46:27Z
123e4567-e89b-12d3-a456-426614174001,24669.418,eBay,2025-03-20T20:09:27Z
123e4567-e89b-12d3-a456-426614174001,25099.548,BestBuy,2025-04-05T16:54:27Z
123e4567-e89b-12d3-a456-426614174001,25426.402,eBay,2025-03-25T08:31:27Z
123e4567-e89b-12d3-a456-426614174000,25617.147,eBay,2025-04-16T10:08:27Z
123e4567-e89b-12d3-a456-426614174002,25785.26,BestBuy,2025-03-25T10:20:27Z
123e4567-e89b-12d3-a456-426614174000,25925.583,eBay,2025-04-18T19:36:27Z
123e4567-e89b-12d3-a456-426614174003,26000.379,eBay,2025-03-29T18:42:27Z
123e4567-e89b-12d3-a456-426614174002,26647.591,BestBuy,2025-04-16T12:07:27Z
123e4567-e89b-12d3-a456-426614174002,27205.061,eBay,2025-03-27T13:34:27Z
123e4567-e89b-12d3-a456-426614174001,27401.729,eBay,2025-04-17T14:48:27Z
123e4567-e89b-12d3-a456-426614174000,27543.292,eBay,2025-03-30T17:49:27Z
123e4567-e89b-12d3-a456-426614174001,27620.127,eBay,2025-04-14T19:18:27Z
123e4567-e89b-12d3-a456-426614174000,27755.822,BestBuy,2025-03-20T15:26:27Z
123e4567-e89b-12d3-a456-426614174000,28015.069,BestBuy,2025-03-28T20:31:27Z
123e4567-e89b-12d3-a456-426614174002,28556.437,eBay,2025-03-31T05:09:27Z
123e4567-e89b-12d3-a456-426614174003,28980.518,BestBuy,2025-03-19T03:06:27Z
123e4567-e89b-12d3-a456-426614174000,29238.519,BestBuy,2025-04-17T12:54:27Z
123e4567-e89b-12d3-a456-426614174003,29397.781,BestBuy,2025-04-03T15:34:27Z
123e4567-e89b-12d3-a456-426614174003,29503.178,eBay,2025-04-06T11:11:27Z
123e4567-e89b-12d3-a456-426614174004,29555.982,BestBuy,2025-04-09T05:19:27Z
123e4567-e89b-12d3-a456-426614174002,29638.806,eBay,2025-03-27T14:23:27Z
123e4567-e89b-12d3-a456-426614174003,29691.441,eBay,2025-04-16T22:44:27Z
123e4567-e89b-12d3-a456-426614174004,29853.828,eBay,2025-03-27T15:39:27Z
123e4567-e89b-12d3-a456-426614174004,30016.998,eBay,2025-03-26T21:46:27Z
123e4567-e89b-12d3-a456-426614174003,30627.911,eBay,2025-04-09T07:45:27Z
123e4567-e89b-12d3-a456-426614174000,30841.376,BestBuy,2025-04-15T16:22:27Z
123e4567-e89b-12d3-a456-426614174001,31300.807,eBay,2025-04-18T02:31:27Z
123e4567-e89b-12d3-a456-426614174002,31369.989,BestBuy,2025-03-19T01:21:27Z
123e4567-e89b-12d3-a456-426614174002,32089.065,eBay,2025-03-21T17:31:27Z
123e4567-e89b-12d3-a456-426614174003,32591.846,BestBuy,2025-04-04T04:32:27Z
123e4567-e89b-12d3-a456-426614174002,33073.87,eBay,2025-03-30T17:30:27Z
123e4567-e89b-12d3-a456-426614174004,33262.937,BestBuy,2025-03-26T03:24:27Z
123e4567-e89b-12d3-a456-426614174003,34811.132,eBay,2025-03-30T02:28:27Z
123e4567-e89b-12d3-a456-426614174004,35344.838,eBay,2025-04-04T18:35:27Z
123e4567-e89b-12d3-a456-426614174004,35349.283,BestBuy,2025-04-11T17:38:27Z
123e4567-e89b-12d3-a456-426614174001,35382.26,eBay,2025-03-26T12:16:27Z
123e4567-e89b-12d3-a456-426614174004,35567.888,eBay,2025-03-22T20:39:27Z
123e4567-e89b-12d3-a456-426614174002,35691.756,BestBuy,2025-04-01T12:13:27Z
123e4567-e89b-12d3-a456-426614174000,35847.089,BestBuy,2025-04-18T04:35:27Z
123e4567-e89b-12d3-a456-426614174002,36293.979,eBay,2025-04-10T23:46:27Z
123e4567-e89b-12d3-a456-426614174004,36424.613,BestBuy,2025-03-24T01:43:27Z
123e4567-e89b-12d3-a456-426614174001,36514.457,BestBuy,2025-04-12T01:31:27Z
123e4567-e89b-12d3-a456-426614174001,36615.561,eBay,2025-04-06T14:08:27Z
123e4567-e89b-12d3-a456-426614174000,36753.384,BestBuy,2025-03-23T11:22:27Z
123e4567-e89b-12d3-a456-426614174002,36758.789,eBay,2025-04-04T11:14:27Z
123e4567-e89b-12d3-a456-426614174000,37161.62,eBay,2025-03-31T03:20:27Z
123e4567-e89b-12d3-a456-426614174004,37342.74,BestBuy,2025-04-08T18:43:27Z
123e4567-e89b-12d3-a456-426614174004,37419.892,BestBuy,2025-04-02T03:08:27Z
123e4567-e89b-12d3-a456-426614174003,37443.718,BestBuy,2025-03-26T23:27:27Z
123e4567-e89b-12d3-a456-426614174002,37862.976,BestBuy,2025-04-11T14:52:27Z
123e4567-e89b-12d3-a456-426614174004,37873.111,eBay,2025-03-30T14:51:27Z
123e4567-e89b-12d3-a456-426614174004,38178.148,eBay,2025-04-01T05:23:27Z
123e4567-e89b-12d3-a456-426614174001,38649.952,eBay,2025-04-12T05:02:27Z
123e4567-e89b-12d3-a456-426614174002,38677.811,BestBuy,2025-03-27T09:50:27Z
123e4567-e89b-12d3-a456-426614174003,38754.415,BestBuy,2025-03-31T15:44:27Z
123e4567-e89b-12d3-a456-426614174003,38812.48,BestBuy,2025-03-31T18:18:27Z
123e4567-e89b-12d3-a456-426614174001,38949.059,BestBuy,2025-03-19T08:27:27Z
123e4567-e89b-12d3-a456-426614174002,39082.353,eBay,2025-04-13T13:37:27Z
123e4567-e89b-12d3-a456-426614174004,39185.759,eBay,2025-04-02T06:04:27Z
123e4567-e89b-12d3-a456-426614174002,39261.407,eBay,2025-04-11T03:53:27Z
123e4567-e89b-12d3-a456-426614174003,39269.531,BestBuy,2025-04-18T12:59:27Z
123e4567-e89b-12d3-a456-426614174001,39647.33,eBay,2025-03-24T11:02:27Z
123e4567-e89b-12d3-a456-426614174003,40143.47,BestBuy,2025-04-04T00:07:27Z
123e4567-e89b-12d3-a456-426614174001,40373.02,eBay,2025-03-22T07:23:27Z
123e4567-e89b-12d3-a456-426614174001,40675.047,BestBuy,2025-04-01T11:16:27Z
123e4567-e89b-12d3-a456-426614174004,41215.651,eBay,2025-04-16T17:03:27Z
123e4567-e89b-12d3-a456-426614174004,41600.105,BestBuy,2025-04-14T08:25:27Z
123e4567-e89b-12d3-a456-426614174003,41904.925,BestBuy,2025-04-01T00:58:27Z
123e4567-e89b-12d3-a456-426614174001,42754.15,BestBuy,2025-03-18T23:14:27Z
123e4567-e89b-12d3-a456-426614174001,42779.141,BestBuy,2025-04-08T21:34:27Z
123e4567-e89b-12d3-a456-426614174002,42841.315,eBay,2025-04-02T23:14:27Z
123e4567-e89b-12d3-a456-426614174000,42920.547,BestBuy,2025-04-16T22:01:27Z
123e4567-e89b-12d3-a456-426614174003,43445.077,BestBuy,2025-03-31T14:01:27Z
123e4567-e89b-12d3-a456-426614174000,43483.603,eBay,2025-03-31T08:32:27Z
123e4567-e89b-12d3-a456-426614174000,43535.923,BestBuy,2025-04-11T09:14:27Z
123e4567-e89b-12d3-a456-426614174004,44333.061,eBay,2025-04-17T21:57:27Z
123e4567-e89b-12d3-a456-426614174001,44415.978,BestBuy,2025-03-23T18:16:27Z
123e4567-e89b-12d3-a456-426614174003,44487.917,eBay,2025-03-19T05:42:27Z
123e4567-e89b-12d3-a456-426614174003,44713.398,eBay,2025-04-11T14:57:27Z
123e4567-e89b-12d3-a456-426614174000,44740.091,BestBuy,2025-04-17T05:28:27Z
123e4567-e89b-12d3-a456-426614174001,45047.819,eBay,2025-04-11T22:50:27Z
123e4567-e89b-12d3-a456-426614174002,45677.674,eBay,2025-03-21T09:44:27Z
123e4567-e89b-12d3-a456-426614174003,46242.498,eBay,2025-03-21T14:46:27Z
123e4567-e89b-12d3-a456-426614174000,46330.006,eBay,2025-04-14T18:44:27Z
123e4567-e89b-12d3-a456-426614174000,46488.322,BestBuy,2025-04-01T06:48:27Z
123e4567-e89b-12d3-a456-426614174000,46567.544,BestBuy,2025-04-03T18:42:27Z
123e4567-e89b-12d3-a456-426614174003,46836.837,eBay,2025-04-05T21:13:27Z
123e4567-e89b-12d3-a456-426614174000,46976.221,BestBuy,2025-03-19T21:50:27Z
123e4567-e89b-12d3-a456-426614174003,47063.893,eBay,2025-03-23T13:04:27Z
123e4567-e89b-12d3-a456-426614174001,47115.585,eBay,2025-03-24T21:24:27Z
123e4567-e89b-12d3-a456-426614174003,47407.452,BestBuy,2025-04-08T22:18:27Z
123e4567-e89b-12d3-a456-426614174002,48043.083,eBay,2025-03-28T01:29:27Z
123e4567-e89b-12d3-a456-426614174004,48121.929,BestBuy,2025-04-01T18:47:27Z
123e4567-e89b-12d3-a456-426614174003,48166.276,BestBuy,2025-03-29T12:33:27Z
123e4567-e89b-12d3-a456-426614174000,49006.264,BestBuy,2025-04-15T06:47:27Z
123e4567-e89b-12d3-a456-426614174001,49049.429,BestBuy,2025-04-05T01:27:27Z
123e4567-e89b-12d3-a456-426614174002,49743.917,eBay,2025-04-07T00:52:27Z
123e4567-e89b-12d3-a456-426614174000,49792.299,BestBuy,2025-03-26T14:46:27Z
123e4567-e89b-12d3-a456-426614174003,49832.911,BestBuy,2025-04-13T05:23:27Z
123e4567-e89b-12d3-a456-426614174003,49893.906,eBay,2025-04-08T05:09:27Z
123e4567-e89b-12d3-a456-426614174004,49951.384,eBay,2025-04-12T14:36:27Z
123e4567-e89b-12d3-a456-426614174000,50317.388,BestBuy,2025-04-16T10:40:27Z
123e4567-e89b-12d3-a456-426614174002,50383.045,eBay,2025-04-07T04:20:27Z
123e4567-e89b-12d3-a456-426614174003,50592.971,eBay,2025-03-22T11:55:27Z
123e4567-e89b-12d3-a456-426614174003,50871.888,eBay,2025-04-14T03:10:27Z
123e4567-e89b-12d3-a456-426614174004,51032.947,eBay,2025-04-07T04:31:27Z
123e4567-e89b-12d3-a456-426614174003,51041.225,BestBuy,2025-03-24T12:19:27Z
123e4567-e89b-12d3-a456-426614174000,51152.633,BestBuy,2025-04-04T12:16:27Z
123e4567-e89b-12d3-a456-426614174003,51264.409,eBay,2025-04-14T20:36:27Z
123e4567-e89b-12d3-a456-426614174004,51545.259,BestBuy,2025-04-11T19:26:27Z
123e4567-e89b-12d3-a456-426614174000,52008.425,BestBuy,2025-03-29T23:01:27Z
123e4567-e89b-12d3-a456-426614174002,52215.519,eBay,2025-04-13T15:17:27Z
123e4567-e89b-12d3-a456-426614174002,52225.544,eBay,2025-04-07T03:08:27Z
123e4567-e89b-12d3-a456-426614174004,52381.141,BestBuy,2025-04-05T01:14:27Z
123e4567-e89b-12d3-a456-426614174001,52546.756,eBay,2025-04-18T03:49:27Z
123e4567-e89b-12d3-a456-426614174002,52680.616,eBay,2025-04-08T03:00:27Z
123e4567-e89b-12d3-a456-426614174002,52726.749,BestBuy,2025-04-17T13:03:27Z
123e4567-e89b-12d3-a456-426614174000,53452.463,eBay,2025-03-30T02:13:27Z
123e4567-e89b-12d3-a456-426614174004,53544.923,eBay,2025-03-31T06:17:27Z
123e4567-e89b-12d3-a456-426614174004,54652.659,BestBuy,2025-03-26T23:26:27Z
123e4567-e89b-12d3-a456-426614174000,54715.462,eBay,2025-04-02T00:06:27Z
123e4567-e89b-12d3-a456-426614174002,55075.183,eBay,2025-03-21T09:13:27Z
123e4567-e89b-12d3-a456-426614174000,55749.62,BestBuy,2025-04-03T01:17:27Z
123e4567-e89b-12d3-a456-426614174000,55819.887,eBay,2025-03-24T04:38:27Z
123e4567-e89b-12d3-a456-426614174001,56511.88,BestBuy,2025-04-01T00:25:27Z
123e4567-e89b-12d3-a456-426614174002,56794.904,eBay,2025-03-24T15:16:27Z
123e4567-e89b-12d3-a456-426614174003,57004.783,BestBuy,2025-04-05T17:47:27Z
123e4567-e89b-12d3-a456-426614174004,57024.666,eBay,2025-03-23T12:59:27Z
123e4567-e89b-12d3-a456-426614174004,57508.163,eBay,2025-03-31T08:30:27Z
123e4567-e89b-12d3-a456-426614174002,57614.437,eBay,2025-04-09T07:56:27Z
123e4567-e89b-12d3-a456-426614174001,57859.218,eBay,2025-04-16T19:52:27Z
123e4567-e89b-12d3-a456-426614174004,58519.417,eBay,2025-04-05T08:25:27Z
123e4567-e89b-12d3-a456-426614174001,58805.358,BestBuy,2025-04-02T06:14:27Z
123e4567-e89b-12d3-a456-426614174003,58815.089,BestBuy,2025-04-07T02:23:27Z
123e4567-e89b-12d3-a456-426614174001,58920.089,BestBuy,2025-04-06T06:41:27Z
123e4567-e89b-12d3-a456-426614174003,59108.399,BestBuy,2025-04-05T13:39:27Z
123e4567-e89b-12d3-a456-426614174001,59110.361,eBay,2025-04-04T20:55:27Z
123e4567-e89b-12d3-a456-426614174004,59170.118,BestBuy,2025-04-03T10:01:27Z
123e4567-e89b-12d3-a456-426614174002,59252.152,BestBuy,2025-04-06T14:39:27Z
123e4567-e89b-12d3-a456-426614174001,59443.374,BestBuy,2025-03-21T20:30:27Z
123e4567-e89b-12d3-a456-426614174000,59483.179,BestBuy,2025-03-31T01:58:27Z
123e4567-e89b-12d3-a456-426614174001,59643.57,eBay,2025-03-30T08:32:27Z
123e4567-e89b-12d3-a456-426614174000,59820.835,eBay,2025-04-06T16:39:27Z
123e4567-e89b-12d3-a456-426614174003,60090.301,eBay,2025-03-26T23:56:27Z
123e4567-e89b-12d3-a456-426614174000,60270.996,BestBuy,2025-03-29T07:01:27Z
123e4567-e89b-12d3-a456-426614174002,61128.614,eBay,2025-03-28T17:37:27Z
123e4567-e89b-12d3-a456-426614174003,61240.574,BestBuy,2025-04-07T11:50:27Z
123e4567-e89b-12d3-a456-426614174002,61507.121,BestBuy,2025-04-12T09:59:27Z
123e4567-e89b-12d3-a456-426614174000,61829.101,eBay,2025-03-25T17:11:27Z
123e4567-e89b-12d3-a456-426614174003,62522.265,BestBuy,2025-04-06T19:48:27Z
123e4567-e89b-12d3-a456-426614174000,62889.98,BestBuy,2025-03-23T00:00:27Z
123e4567-e89b-12d3-a456-426614174002,62899.948,BestBuy,2025-04-03T04:14:27Z
123e4567-e89b-12d3-a456-426614174000,62994.915,eBay,2025-03-21T11:01:27Z
123e4567-e89b-12d3-a456-426614174003,63225.759,BestBuy,2025-04-04T00:38:27Z
123e4567-e89b-12d3-a456-426614174004,63296.76,BestBuy,2025-04-02T06:27:27Z
123e4567-e89b-12d3-a456-426614174003,63835.853,eBay,2025-03-30T14:30:27Z
123e4567-e89b-12d3-a456-426614174000,63904.313,BestBuy,2025-04-09T12:21:27Z
123e4567-e89b-12d3-a456-426614174003,64022.496,BestBuy,2025-04-11T23:34:27Z
123e4567-e89b-12d3-a456-426614174002,64088.663,BestBuy,2025-03-20T09:13:27Z
123e4567-e89b-12d3-a456-426614174004,64119.544,BestBuy,2025-04-02T02:46:27Z
123e4567-e89b-12d3-a456-426614174004,64333.706,eBay,2025-03-28T23:05:27Z
123e4567-e89b-12d3-a456-426614174003,64535.494,eBay,2025-03-22T06:51:27Z
123e4567-e89b-12d3-a456-426614174002,64820.923,BestBuy,2025-03-25T01:36:27Z
123e4567-e89b-12d3-a456-426614174002,65060,BestBuy,2025-04-10T21:54:27Z
123e4567-e89b-12d3-a456-426614174003,65443.598,BestBuy,2025-04-06T10:50:27Z
123e4567-e89b-12d3-a456-426614174003,65861.318,BestBuy,2025-03-24T00:31:27Z
123e4567-e89b-12d3-a456-426614174003,65901.298,BestBuy,2025-04-15T04:24:27Z
123e4567-e89b-12d3-a456-426614174002,67185.991,eBay,2025-04-18T22:56:27Z
123e4567-e89b-12d3-a456-426614174002,68475.107,eBay,2025-04-14T01:48:27Z
123e4567-e89b-12d3-a456-426614174000,68683.39,eBay,2025-03-22T19:43:27Z
123e4567-e89b-12d3-a456-426614174001,68840.643,BestBuy,2025-04-18T18:40:27Z
123e4567-e89b-12d3-a456-426614174003,68947.81,BestBuy,2025-04-06T06:54:27Z
123e4567-e89b-12d3-a456-426614174000,69059.919,BestBuy,2025-03-19T01:11:27Z
123e4567-e89b-12d3-a456-426614174003,69736.325,eBay,2025-04-09T13:26:27Z
123e4567-e89b-12d3-a456-426614174002,69915.348,eBay,2025-04-08T02:24:27Z
123e4567-e89b-12d3-a456-426614174003,70705.388,BestBuy,2025-04-17T06:44:27Z
123e4567-e89b-12d3-a456-426614174003,70988.398,eBay,2025-03-31T00:06:27Z
123e4567-e89b-12d3-a456-426614174002,71154.572,BestBuy,2025-04-17T10:40:27Z
123e4567-e89b-12d3-a456-426614174000,71608.188,BestBuy,2025-04-04T17:28:27Z
123e4567-e89b-12d3-a456-426614174000,72472.669,BestBuy,2025-04-03T05:49:27Z
123e4567-e89b-12d3-a456-426614174004,72932.191,BestBuy,2025-03-27T05:31:27Z
123e4567-e89b-12d3-a456-426614174003,73184.943,eBay,2025-03-26T22:42:27Z
123e4567-e89b-12d3-a456-426614174001,73236.537,BestBuy,2025-04-02T00:53:27Z
123e4567-e89b-12d3-a456-426614174003,73444.052,eBay,2025-03-22T03:27:27Z
123e4567-e89b-12d3-a456-426614174004,73540.409,eBay,2025-03-26T21:37:27Z
123e4567-e89b-12d3-a456-426614174002,73797.511,eBay,2025-03-25T11:56:27Z
123e4567-e89b-12d3-a456-426614174004,74556.4,BestBuy,2025-04-01T22:16:27Z
123e4567-e89b-12d3-a456-426614174000,74667.079,eBay,2025-04-17T18:46:27Z
123e4567-e89b-12d3-a456-426614174003,74682.887,eBay,2025-04-09T01:23:27Z
123e4567-e89b-12d3-a456-426614174002,74695.77,eBay,2025-03-26T08:31:27Z
123e4567-e89b-12d3-a456-426614174002,74936.977,BestBuy,2025-03-29T20:41:27Z
123e4567-e89b-12d3-a456-426614174000,74975.922,eBay,2025-04-15T09:29:27Z
123e4567-e89b-12d3-a456-426614174001,75422.595,eBay,2025-03-23T04:14:27Z
123e4567-e89b-12d3-a456-426614174000,75683.163,eBay,2025-03-20T08:32:27Z
123e4567-e89b-12d3-a456-426614174001,75748.733,eBay,2025-03-22T18:58:27Z
123e4567-e89b-12d3-a456-426614174004,75754.58,BestBuy,2025-03-19T09:26:27Z
123e4567-e89b-12d3-a456-426614174002,75803.482,BestBuy,2025-03-26T10:55:27Z
123e4567-e89b-12d3-a456-426614174004,75846.005,eBay,2025-03-24T20:10:27Z
123e4567-e89b-12d3-a456-426614174001,75966.151,eBay,2025-04-07T18:08:27Z
123e4567-e89b-12d3-a456-426614174002,76020.152,BestBuy,2025-03-26T11:20:27Z
123e4567-e89b-12d3-a456-426614174003,76504.39,BestBuy,2025-03-25T07:16:27Z
123e4567-e89b-12d3-a456-426614174000,76529.114,eBay,2025-03-30T12:54:27Z
123e4567-e89b-12d3-a456-426614174002,77017.985,BestBuy,2025-03-22T07:58:27Z
123e4567-e89b-12d3-a456-426614174004,77278.64,eBay,2025-04-12T22:34:27Z
123e4567-e89b-12d3-a456-426614174003,77321.686,BestBuy,2025-04-04T10:59:27Z
123e4567-e89b-12d3-a456-426614174001,77344.081,BestBuy,2025-04-13T05:48:27Z
123e4567-e89b-12d3-a456-426614174001,77734.473,BestBuy,2025-03-19T14:03:27Z
123e4567-e89b-12d3-a456-426614174001,77983.586,eBay,2025-03-25T19:17:27Z
123e4567-e89b-12d3-a456-426614174004,78118.727,BestBuy,2025-03-25T01:13:27Z
123e4567-e89b-12d3-a456-426614174001,78394.225,BestBuy,2025-04-06T22:17:27Z
123e4567-e89b-12d3-a456-426614174002,78466.302,eBay,2025-04-12T12:57:27Z
123e4567-e89b-12d3-a456-426614174003,78592.508,eBay,2025-04-06T16:24:27Z
123e4567-e89b-12d3-a456-426614174001,78817.057,BestBuy,2025-04-14T02:06:27Z
123e4567-e89b-12d3-a456-426614174002,78890.862,BestBuy,2025-04-09T02:31:27Z
123e4567-e89b-12d3-a456-426614174003,79148.191,eBay,2025-04-09T02:20:27Z
123e4567-e89b-12d3-a456-426614174003,79199.93,BestBuy,2025-04-18T04:07:27Z
123e4567-e89b-12d3-a456-426614174003,79273.986,BestBuy,2025-04-03T22:16:27Z
123e4567-e89b-12d3-a456-426614174002,79367.436,eBay,2025-04-05T02:46:27Z
123e4567-e89b-12d3-a456-426614174004,79464.3,BestBuy,2025-04-14T10:35:27Z
123e4567-e89b-12d3-a456-426614174001,79927.007,BestBuy,2025-03-25T16:43:27Z
123e4567-e89b-12d3-a456-426614174000,79936.722,BestBuy,2025-04-04T02:55:27Z
123e4567-e89b-12d3-a456-426614174003,80226.406,BestBuy,2025-04-05T22:31:27Z
123e4567-e89b-12d3-a456-426614174001,80532.074,eBay,2025-03-28T01:18:27Z
123e4567-e89b-12d3-a456-426614174002,80604.561,eBay,2025-04-12T13:52:27Z
